account_id,account_name,contact_person,country,segment,fund_size_eur,strategic_priority_flag
ACME-EU-01280,Marathon Growth (1280),Jean-Pierre Dubois,IT,PIAO,3681533485.8543506,False
ACME-EU-01281,Obsidian Capital (1281),Hans Schmidt,NL,PIAO,3871481487.3556547,False
ACME-EU-01282,Marathon Growth (1282),Isabelle Fournier,FR,PIAO,3281358698.887659,False
ACME-EU-01283,Crestview Asset (1283),Luca Bianchi,NL,PIAO,2358844250.7430162,False
ACME-EU-01284,Nexus Capital EU (1284),Hans Schmidt,LU,PIAO,2858566839.1124663,True
ACME-EU-01285,Beacon Asset Corp (1285),Robert de Jong,NL,FAM,232968027.18961316,False
ACME-EU-01286,Pioneer Equities (1286),Sarah Müller,IT,PIAO,3120173587.6506395,False
ACME-EU-01287,Nordic Horizon Wealth (1287),Luca Bianchi,CH,FAM,3130864411.8332467,False
ACME-EU-01288,Silverstone Ventures (1288),Julia Weber,ES,PIAO,4456112786.211645,False
ACME-EU-01289,Vanguard Legacy (1289),Luca Bianchi,NL,PIAO,2528776130.793667,False
ACME-EU-01290,Rhone Global Partners (1290),Marco Moretti,ES,FAM,386644726.056219,False
ACME-EU-01291,Ironclad Holdings (1291),Robert de Jong,DE,PIAO,1531673406.489924,False
ACME-EU-01292,Stellar Partners (1292),Sofia Conti,BE,FAM,3278491431.159473,False
ACME-EU-01293,Summit Trust (1293),Marie Lefebvre,CH,PIAO,1197055054.894568,False
ACME-EU-01294,Luminara Equity (1294),Paolo Romano,ES,FAM,1403358581.4551492,False
ACME-EU-01295,Summit Trust (1295),Hans Schmidt,FR,PIAO,4102524612.7879066,False
ACME-EU-01296,Nordic Horizon Wealth (1296),Marco Moretti,BE,FAM,2922014339.0817823,False
ACME-EU-01297,Obsidian Capital (1297),Klaus Fischer,LU,FAM,2543128631.436089,False
ACME-EU-01298,Silverstone Ventures (1298),Luca Bianchi,LU,PIAO,1592941382.0622158,False
ACME-EU-01299,Stellar Partners (1299),Marco Moretti,FR,PIAO,3654909251.629234,False
ACME-EU-01300,Crestview Asset (1300),Erik Janssen,NL,FAM,1439304454.0156565,False
ACME-EU-01301,Aragon Strategic (1301),Elena Rossi,BE,PIAO,3685580524.703232,False
ACME-EU-01302,Crestview Asset (1302),Robert de Jong,ES,FAM,351437299.8569426,False
ACME-EU-01303,Vanguard Legacy (1303),Paolo Romano,BE,PIAO,4322842166.568836,False
ACME-EU-01304,Luminara Equity (1304),Ana Garcia,NL,FAM,2498332750.416288,False
ACME-EU-01305,Marathon Growth (1305),Sarah Müller,IT,PIAO,2193101575.478151,False
ACME-EU-01306,Nordic Horizon Wealth (1306),Luca Bianchi,CH,FAM,3055506034.298081,True
ACME-EU-01307,Nordic Horizon Wealth (1307),Robert de Jong,FR,PIAO,3121336172.408456,True
ACME-EU-01308,Solaris Institutional (1308),Ana Garcia,NL,FAM,661043849.2730877,False
ACME-EU-01309,Elysian Fund Mgmt (1309),Ana Garcia,IT,FAM,3781411715.49125,False
ACME-EU-01310,Beacon Asset Corp (1310),Klaus Fischer,BE,PIAO,1380365561.4523644,False
ACME-EU-01311,Stellar Partners (1311),Isabelle Fournier,BE,PIAO,4524904438.969399,False
ACME-EU-01312,Solaris Institutional (1312),Paolo Romano,NL,FAM,4089435466.4107475,False
ACME-EU-01313,Ironclad Holdings (1313),Marco Moretti,ES,FAM,1731983941.6322076,False
ACME-EU-01314,Alpine Peak Capital (1314),Ana Garcia,BE,FAM,4038888726.7103715,False
ACME-EU-01315,Beacon Asset Corp (1315),Elena Rossi,ES,FAM,1782596106.000221,False
ACME-EU-01316,Pioneer Equities (1316),Klaus Fischer,ES,PIAO,505637460.49856704,False
ACME-EU-01317,Luminara Equity (1317),Robert de Jong,CH,FAM,4809479305.389814,True
ACME-EU-01318,Vertex Portfolio (1318),Klaus Fischer,ES,FAM,3263357474.0619845,False
ACME-EU-01319,Pioneer Equities (1319),Jean-Pierre Dubois,DE,FAM,2281041533.786296,False
ACME-EU-01320,Azure Blue Fund (1320),Jean-Pierre Dubois,CH,PIAO,1989468984.3036673,False
ACME-EU-01321,Ironclad Holdings (1321),Marie Lefebvre,IT,FAM,1624201965.9570615,False
ACME-EU-01322,Stellar Partners (1322),Klaus Fischer,IT,PIAO,4907256529.550218,False
ACME-EU-01323,Nexus Capital EU (1323),Erik Janssen,BE,PIAO,674601578.3894061,True
ACME-EU-01324,Solaris Institutional (1324),Marie Lefebvre,BE,PIAO,1574710489.543921,False
ACME-EU-01325,Alpine Peak Capital (1325),Luca Bianchi,ES,PIAO,2428002703.773035,True
ACME-EU-01326,Aragon Strategic (1326),Marie Lefebvre,CH,PIAO,2390519725.726503,False
ACME-EU-01327,Vanguard Legacy (1327),Julia Weber,CH,PIAO,2357361055.5548096,False
ACME-EU-01328,Rhone Global Partners (1328),Marco Moretti,DE,PIAO,879743295.3360788,False
ACME-EU-01329,Elysian Fund Mgmt (1329),Julia Weber,ES,FAM,725517703.0203933,False
ACME-EU-01330,Nordic Horizon Wealth (1330),Ana Garcia,DE,FAM,1274583164.0567718,True
ACME-EU-01331,Nordic Horizon Wealth (1331),Robert de Jong,LU,PIAO,4572716242.856478,False
ACME-EU-01332,Crestview Asset (1332),Luca Bianchi,ES,FAM,566151786.2047162,True
ACME-EU-01333,Vanguard Legacy (1333),Hans Schmidt,FR,FAM,3787368091.763251,False
ACME-EU-01334,Aragon Strategic (1334),Ana Garcia,FR,PIAO,3787984417.273723,False
ACME-EU-01335,Rhone Global Partners (1335),Marco Moretti,NL,FAM,4049042249.082414,False
ACME-EU-01336,Pioneer Equities (1336),Jean-Pierre Dubois,ES,PIAO,4433190829.457788,False
ACME-EU-01337,Vanguard Legacy (1337),Paolo Romano,CH,FAM,1315917851.5171125,False
ACME-EU-01338,Nexus Capital EU (1338),Erik Janssen,BE,PIAO,1123572786.875213,False
ACME-EU-01339,Rhone Global Partners (1339),Marie Lefebvre,IT,PIAO,2328062826.970871,True
ACME-EU-01340,Summit Trust (1340),Isabelle Fournier,NL,FAM,1326180754.5914288,False
ACME-EU-01341,Summit Trust (1341),Robert de Jong,BE,FAM,3671815634.926554,False
ACME-EU-01342,Vanguard Legacy (1342),Sarah Müller,FR,PIAO,3180061944.130427,False
ACME-EU-01343,Rhone Global Partners (1343),Paolo Romano,ES,PIAO,4375063452.575205,False
ACME-EU-01344,Rhone Global Partners (1344),Julia Weber,NL,PIAO,414608779.13187075,False
ACME-EU-01345,Elysian Fund Mgmt (1345),Marie Lefebvre,ES,FAM,4575501583.457016,False
ACME-EU-01346,Ironclad Holdings (1346),Luca Bianchi,FR,FAM,1467449784.7237775,False
ACME-EU-01347,Crestview Asset (1347),Julia Weber,NL,FAM,2453981035.2889934,False
ACME-EU-01348,Aragon Strategic (1348),Robert de Jong,FR,FAM,2193618568.262279,False
ACME-EU-01349,Luminara Equity (1349),Julia Weber,DE,PIAO,3801797943.871015,False
ACME-EU-01350,Stellar Partners (1350),Robert de Jong,FR,PIAO,2102246213.8497808,False
ACME-EU-01351,Nordic Horizon Wealth (1351),Julia Weber,CH,PIAO,4717822175.1013975,True
ACME-EU-01352,Alpine Peak Capital (1352),Paolo Romano,CH,PIAO,4512766879.310239,False
ACME-EU-01353,Solaris Institutional (1353),Klaus Fischer,ES,FAM,4360933598.695563,False
ACME-EU-01354,Aragon Strategic (1354),Elena Rossi,IT,PIAO,357220404.90849125,False
ACME-EU-01355,Rhone Global Partners (1355),Paolo Romano,FR,PIAO,4271436049.708143,True
ACME-EU-01356,Aragon Strategic (1356),Klaus Fischer,BE,FAM,3908395591.7706094,False
ACME-EU-01357,Rhone Global Partners (1357),Hans Schmidt,CH,FAM,518461222.0836489,True
ACME-EU-01358,Alpine Peak Capital (1358),Ana Garcia,LU,PIAO,537964212.8556731,False
ACME-EU-01359,Marathon Growth (1359),Ana Garcia,IT,FAM,506717893.7761883,True
ACME-EU-01360,Nexus Capital EU (1360),Marco Moretti,DE,PIAO,57651633.429233216,False
ACME-EU-01361,Aragon Strategic (1361),Erik Janssen,NL,FAM,2743622891.667723,False
ACME-EU-01362,Crestview Asset (1362),Erik Janssen,NL,FAM,4866998062.888781,True
ACME-EU-01363,Vertex Portfolio (1363),Marie Lefebvre,CH,PIAO,2193984829.796068,False
ACME-EU-01364,Nordic Horizon Wealth (1364),Paolo Romano,IT,FAM,2704246751.9348946,False
ACME-EU-01365,Solaris Institutional (1365),Paolo Romano,CH,PIAO,4839881014.053008,False
ACME-EU-01366,Alpine Peak Capital (1366),Sarah Müller,NL,FAM,1276655961.6423793,False
ACME-EU-01367,Crestview Asset (1367),Sarah Müller,LU,FAM,4292492792.7387166,False
ACME-EU-01368,Elysian Fund Mgmt (1368),Erik Janssen,FR,FAM,2732405945.591469,False
ACME-EU-01369,Vertex Portfolio (1369),Marco Moretti,IT,FAM,2847813096.8003907,False
ACME-EU-01370,Nordic Horizon Wealth (1370),Isabelle Fournier,ES,FAM,1716526112.1792104,True
ACME-EU-01371,Obsidian Capital (1371),Ana Garcia,FR,PIAO,2808360220.4735737,False
ACME-EU-01372,Summit Trust (1372),Isabelle Fournier,FR,FAM,366639404.8819414,False
ACME-EU-01373,Elysian Fund Mgmt (1373),Marie Lefebvre,FR,PIAO,3823453219.4979467,False
ACME-EU-01374,Nordic Horizon Wealth (1374),Robert de Jong,ES,FAM,1424154119.959814,False
ACME-EU-01375,Obsidian Capital (1375),Erik Janssen,LU,PIAO,4438154039.140281,False
ACME-EU-01376,Ironclad Holdings (1376),Erik Janssen,DE,FAM,1839885622.3426847,False
ACME-EU-01377,Nordic Horizon Wealth (1377),Robert de Jong,LU,PIAO,714977728.3239261,False
ACME-EU-01378,Ironclad Holdings (1378),Sofia Conti,LU,PIAO,3479711990.2680564,False
ACME-EU-01379,Vanguard Legacy (1379),Jean-Pierre Dubois,LU,FAM,823726145.4228008,False
ACME-EU-01380,Summit Trust (1380),Julia Weber,BE,FAM,3768648897.199409,False
ACME-EU-01381,Vertex Portfolio (1381),Sarah Müller,CH,FAM,4840593069.794177,False
ACME-EU-01382,Ironclad Holdings (1382),Jean-Pierre Dubois,NL,PIAO,3897984791.1075134,False
ACME-EU-01383,Azure Blue Fund (1383),Hans Schmidt,CH,PIAO,113223792.90819205,False
ACME-EU-01384,Rhone Global Partners (1384),Marco Moretti,IT,FAM,2999829054.4758205,False
ACME-EU-01385,Vertex Portfolio (1385),Marco Moretti,LU,FAM,3477357944.177652,False
ACME-EU-01386,Alpine Peak Capital (1386),Robert de Jong,DE,PIAO,4127466170.6556296,False
ACME-EU-01387,Vertex Portfolio (1387),Paolo Romano,IT,PIAO,280955542.3860618,False
ACME-EU-01388,Ironclad Holdings (1388),Ana Garcia,CH,FAM,2401059031.9334793,False
ACME-EU-01389,Ironclad Holdings (1389),Isabelle Fournier,NL,PIAO,2677318992.319333,False
ACME-EU-01390,Silverstone Ventures (1390),Sarah Müller,ES,FAM,846455188.358246,False
ACME-EU-01391,Elysian Fund Mgmt (1391),Jean-Pierre Dubois,CH,FAM,1612926598.7435374,False
ACME-EU-01392,Azure Blue Fund (1392),Isabelle Fournier,FR,FAM,2201668409.5545697,False
ACME-EU-01393,Obsidian Capital (1393),Paolo Romano,CH,PIAO,4166215230.1010494,False
ACME-EU-01394,Vertex Portfolio (1394),Jean-Pierre Dubois,FR,PIAO,4647108422.784965,False
ACME-EU-01395,Silverstone Ventures (1395),Erik Janssen,ES,PIAO,3142485721.7594466,False
ACME-EU-01396,Obsidian Capital (1396),Klaus Fischer,CH,PIAO,1975330984.9212892,False
ACME-EU-01397,Aragon Strategic (1397),Julia Weber,DE,FAM,1270901057.977131,False
ACME-EU-01398,Ironclad Holdings (1398),Hans Schmidt,DE,PIAO,4910693786.996316,True
ACME-EU-01399,Solaris Institutional (1399),Sofia Conti,IT,FAM,4915116970.383716,True
ACME-EU-01400,Ironclad Holdings (1400),Hans Schmidt,ES,FAM,4624959764.226938,False
ACME-EU-01401,Nexus Capital EU (1401),Isabelle Fournier,LU,FAM,3928560080.239218,False
ACME-EU-01402,Luminara Equity (1402),Isabelle Fournier,DE,PIAO,1629571939.1843455,True
ACME-EU-01403,Elysian Fund Mgmt (1403),Sofia Conti,CH,FAM,4085185417.004656,False
ACME-EU-01404,Beacon Asset Corp (1404),Isabelle Fournier,ES,FAM,2044556293.3385916,False
ACME-EU-01405,Nordic Horizon Wealth (1405),Sofia Conti,NL,PIAO,1634538717.6770709,False
ACME-EU-01406,Solaris Institutional (1406),Jean-Pierre Dubois,FR,FAM,3724581926.9729314,False
ACME-EU-01407,Ironclad Holdings (1407),Sofia Conti,CH,PIAO,399189984.174494,False
ACME-EU-01408,Azure Blue Fund (1408),Julia Weber,FR,PIAO,243765053.7550128,True
ACME-EU-01409,Nexus Capital EU (1409),Sofia Conti,FR,PIAO,2240320532.208747,False
ACME-EU-01410,Nexus Capital EU (1410),Klaus Fischer,LU,FAM,2228748365.3099875,False
ACME-EU-01411,Solaris Institutional (1411),Erik Janssen,ES,PIAO,4478325121.166111,False
ACME-EU-01412,Beacon Asset Corp (1412),Sofia Conti,ES,PIAO,631639328.3427961,False
ACME-EU-01413,Summit Trust (1413),Elena Rossi,IT,PIAO,617296353.3346115,False
ACME-EU-01414,Luminara Equity (1414),Sofia Conti,FR,PIAO,738115549.7740309,False
ACME-EU-01415,Alpine Peak Capital (1415),Isabelle Fournier,IT,FAM,149651570.21171844,False
ACME-EU-01416,Stellar Partners (1416),Klaus Fischer,LU,PIAO,359586957.336727,False
ACME-EU-01417,Ironclad Holdings (1417),Ana Garcia,FR,FAM,3299689464.278366,False
ACME-EU-01418,Marathon Growth (1418),Marie Lefebvre,IT,PIAO,2158490061.2584286,False
ACME-EU-01419,Beacon Asset Corp (1419),Klaus Fischer,IT,FAM,3818251732.37298,True
ACME-EU-01420,Alpine Peak Capital (1420),Paolo Romano,NL,PIAO,4962995995.189719,False
ACME-EU-01421,Ironclad Holdings (1421),Marie Lefebvre,IT,FAM,3295514370.8139076,True
ACME-EU-01422,Stellar Partners (1422),Sarah Müller,ES,PIAO,253227397.52999854,False
ACME-EU-01423,Vanguard Legacy (1423),Sarah Müller,IT,FAM,523709760.9069532,True
ACME-EU-01424,Aragon Strategic (1424),Paolo Romano,FR,FAM,4405139419.988725,False
ACME-EU-01425,Vanguard Legacy (1425),Klaus Fischer,IT,FAM,2637952226.8467493,True
ACME-EU-01426,Vertex Portfolio (1426),Jean-Pierre Dubois,DE,PIAO,4124360959.819304,True
ACME-EU-01427,Alpine Peak Capital (1427),Paolo Romano,BE,FAM,4283205068.7884054,False
ACME-EU-01428,Ironclad Holdings (1428),Erik Janssen,FR,FAM,4638445032.956097,False
ACME-EU-01429,Rhone Global Partners (1429),Marie Lefebvre,DE,FAM,4749196198.226342,True
ACME-EU-01430,Obsidian Capital (1430),Marie Lefebvre,LU,FAM,2774574156.720028,True
ACME-EU-01431,Elysian Fund Mgmt (1431),Isabelle Fournier,FR,PIAO,1705759841.1079133,True
ACME-EU-01432,Azure Blue Fund (1432),Robert de Jong,ES,FAM,4809362506.865645,False
ACME-EU-01433,Beacon Asset Corp (1433),Marco Moretti,BE,FAM,2737484623.600125,False
ACME-EU-01434,Nexus Capital EU (1434),Elena Rossi,BE,FAM,322199362.0501006,True
ACME-EU-01435,Aragon Strategic (1435),Marie Lefebvre,ES,PIAO,3214239973.749265,False
ACME-EU-01436,Alpine Peak Capital (1436),Ana Garcia,BE,FAM,2938836067.224659,False
ACME-EU-01437,Crestview Asset (1437),Paolo Romano,ES,FAM,4479068571.600636,False
ACME-EU-01438,Nordic Horizon Wealth (1438),Julia Weber,DE,FAM,3266282758.5999045,False
ACME-EU-01439,Luminara Equity (1439),Sofia Conti,LU,FAM,1745913069.8832953,False
ACME-EU-01440,Pioneer Equities (1440),Robert de Jong,NL,PIAO,4831162402.803396,True
ACME-EU-01441,Luminara Equity (1441),Marie Lefebvre,FR,FAM,4008295810.4241858,False
ACME-EU-01442,Summit Trust (1442),Paolo Romano,ES,FAM,3152457674.28839,False
ACME-EU-01443,Luminara Equity (1443),Hans Schmidt,FR,PIAO,1465333091.8122113,False
ACME-EU-01444,Vanguard Legacy (1444),Robert de Jong,LU,PIAO,1868327941.2751634,False
ACME-EU-01445,Marathon Growth (1445),Jean-Pierre Dubois,DE,PIAO,3350179650.559187,False
ACME-EU-01446,Vanguard Legacy (1446),Elena Rossi,NL,FAM,360832111.4981453,False
ACME-EU-01447,Nexus Capital EU (1447),Luca Bianchi,LU,PIAO,1284146277.659667,False
ACME-EU-01448,Silverstone Ventures (1448),Luca Bianchi,DE,FAM,3569790766.0495934,False
ACME-EU-01449,Summit Trust (1449),Isabelle Fournier,BE,PIAO,2400612530.7132597,False
ACME-EU-01450,Summit Trust (1450),Isabelle Fournier,FR,FAM,2012565430.5073361,True
ACME-EU-01451,Stellar Partners (1451),Jean-Pierre Dubois,CH,PIAO,758136654.379672,False
ACME-EU-01452,Crestview Asset (1452),Julia Weber,NL,FAM,2209803323.354185,False
ACME-EU-01453,Marathon Growth (1453),Isabelle Fournier,BE,PIAO,3853689161.830409,True
ACME-EU-01454,Luminara Equity (1454),Marco Moretti,LU,FAM,1320800217.5133932,True
ACME-EU-01455,Rhone Global Partners (1455),Marie Lefebvre,NL,FAM,27987312.376203388,False
ACME-EU-01456,Pioneer Equities (1456),Elena Rossi,BE,FAM,3342856000.853763,False
ACME-EU-01457,Marathon Growth (1457),Klaus Fischer,DE,FAM,4863160395.558331,False
ACME-EU-01458,Beacon Asset Corp (1458),Paolo Romano,ES,FAM,3034525991.379326,True
ACME-EU-01459,Solaris Institutional (1459),Klaus Fischer,FR,FAM,600489372.7767236,False
ACME-EU-01460,Silverstone Ventures (1460),Jean-Pierre Dubois,IT,FAM,1604344728.6310205,False
ACME-EU-01461,Elysian Fund Mgmt (1461),Sarah Müller,IT,FAM,4338340431.986397,False
ACME-EU-01462,Crestview Asset (1462),Paolo Romano,DE,PIAO,1163607803.209886,False
ACME-EU-01463,Crestview Asset (1463),Paolo Romano,LU,FAM,3038871821.5845428,False
ACME-EU-01464,Azure Blue Fund (1464),Hans Schmidt,FR,FAM,2013953370.0617352,False
ACME-EU-01465,Solaris Institutional (1465),Jean-Pierre Dubois,LU,PIAO,1040010763.3768255,False
ACME-EU-01466,Alpine Peak Capital (1466),Jean-Pierre Dubois,FR,FAM,4067221060.9298334,False
ACME-EU-01467,Stellar Partners (1467),Luca Bianchi,DE,PIAO,3714413551.0519857,False
ACME-EU-01468,Alpine Peak Capital (1468),Ana Garcia,FR,FAM,3308293738.7303677,False
ACME-EU-01469,Luminara Equity (1469),Klaus Fischer,ES,PIAO,1182446614.7534873,False
ACME-EU-01470,Vanguard Legacy (1470),Julia Weber,LU,PIAO,490187156.57953376,False
ACME-EU-01471,Rhone Global Partners (1471),Ana Garcia,DE,FAM,2881220489.800005,True
ACME-EU-01472,Ironclad Holdings (1472),Sofia Conti,ES,PIAO,2768835489.8636274,False
ACME-EU-01473,Aragon Strategic (1473),Marco Moretti,FR,FAM,942736661.6650301,False
ACME-EU-01474,Beacon Asset Corp (1474),Erik Janssen,DE,FAM,282177224.8815473,False
ACME-EU-01475,Crestview Asset (1475),Sofia Conti,FR,FAM,404461562.5157359,False
ACME-EU-01476,Solaris Institutional (1476),Sarah Müller,LU,FAM,4963862161.577156,True
ACME-EU-01477,Pioneer Equities (1477),Paolo Romano,DE,PIAO,3918135889.8196754,False
ACME-EU-01478,Alpine Peak Capital (1478),Luca Bianchi,FR,FAM,4610015392.349898,False
ACME-EU-01479,Crestview Asset (1479),Sarah Müller,LU,PIAO,976078556.4595803,False
ACME-EU-01480,Stellar Partners (1480),Paolo Romano,ES,PIAO,4802882113.080852,True
ACME-EU-01481,Pioneer Equities (1481),Marco Moretti,CH,FAM,714129103.0143372,False
ACME-EU-01482,Solaris Institutional (1482),Ana Garcia,ES,FAM,2545900061.003789,False
ACME-EU-01483,Rhone Global Partners (1483),Jean-Pierre Dubois,FR,FAM,4148648726.4009027,False
ACME-EU-01484,Vanguard Legacy (1484),Isabelle Fournier,DE,FAM,1749666969.2033854,False
ACME-EU-01485,Marathon Growth (1485),Klaus Fischer,IT,PIAO,2124717837.3513255,False
ACME-EU-01486,Crestview Asset (1486),Isabelle Fournier,ES,FAM,641797366.3851901,False
ACME-EU-01487,Obsidian Capital (1487),Marie Lefebvre,ES,PIAO,615486478.1148648,False
ACME-EU-01488,Nordic Horizon Wealth (1488),Robert de Jong,LU,FAM,3098221555.668519,True
ACME-EU-01489,Pioneer Equities (1489),Hans Schmidt,BE,FAM,3377986310.7316637,False
ACME-EU-01490,Elysian Fund Mgmt (1490),Julia Weber,IT,FAM,3886885237.8968844,True
ACME-EU-01491,Azure Blue Fund (1491),Marco Moretti,FR,FAM,2783853581.356086,True
ACME-EU-01492,Nordic Horizon Wealth (1492),Hans Schmidt,CH,PIAO,3229150702.0142684,False
ACME-EU-01493,Rhone Global Partners (1493),Marie Lefebvre,DE,PIAO,68572841.22690056,False
ACME-EU-01494,Silverstone Ventures (1494),Marie Lefebvre,BE,FAM,811691464.958803,False
ACME-EU-01495,Elysian Fund Mgmt (1495),Julia Weber,FR,PIAO,4924588915.318506,False
ACME-EU-01496,Crestview Asset (1496),Erik Janssen,NL,PIAO,380891538.07284313,False
ACME-EU-01497,Alpine Peak Capital (1497),Paolo Romano,CH,FAM,3394262323.078964,False
ACME-EU-01498,Rhone Global Partners (1498),Hans Schmidt,ES,FAM,881237082.5255494,False
ACME-EU-01499,Vanguard Legacy (1499),Ana Garcia,NL,PIAO,3583876210.252442,False
ACME-EU-01500,Marathon Growth (1500),Julia Weber,ES,PIAO,3530246024.4070053,False
ACME-EU-01501,Summit Trust (1501),Marie Lefebvre,ES,PIAO,1171761099.880663,False
ACME-EU-01502,Crestview Asset (1502),Ana Garcia,NL,PIAO,1348902361.6968017,False
ACME-EU-01503,Marathon Growth (1503),Jean-Pierre Dubois,CH,FAM,3274198797.296839,False
ACME-EU-01504,Obsidian Capital (1504),Luca Bianchi,LU,FAM,1951040107.862288,False
ACME-EU-01505,Vertex Portfolio (1505),Ana Garcia,NL,PIAO,973545300.5298566,False
ACME-EU-01506,Stellar Partners (1506),Paolo Romano,FR,FAM,3658666314.3386216,False
ACME-EU-01507,Vanguard Legacy (1507),Isabelle Fournier,BE,PIAO,771583474.1573344,False
ACME-EU-01508,Vertex Portfolio (1508),Hans Schmidt,BE,PIAO,4278362677.0605884,False
ACME-EU-01509,Crestview Asset (1509),Paolo Romano,NL,FAM,2573832950.735086,True
ACME-EU-01510,Stellar Partners (1510),Robert de Jong,FR,PIAO,529397318.7926242,False
ACME-EU-01511,Summit Trust (1511),Klaus Fischer,LU,PIAO,3470667595.321391,False
ACME-EU-01512,Pioneer Equities (1512),Elena Rossi,BE,FAM,2596296034.833128,False
ACME-EU-01513,Beacon Asset Corp (1513),Marie Lefebvre,FR,FAM,1490989801.4022527,False
ACME-EU-01514,Rhone Global Partners (1514),Klaus Fischer,LU,PIAO,2113274361.7390504,False
ACME-EU-01515,Marathon Growth (1515),Klaus Fischer,FR,PIAO,1492390380.1939063,False
ACME-EU-01516,Rhone Global Partners (1516),Julia Weber,ES,FAM,1315866152.8781774,False
ACME-EU-01517,Pioneer Equities (1517),Marco Moretti,BE,PIAO,818878495.7977172,False
ACME-EU-01518,Stellar Partners (1518),Robert de Jong,LU,PIAO,1814472898.554242,False
ACME-EU-01519,Crestview Asset (1519),Isabelle Fournier,BE,FAM,1255685044.3740377,False
ACME-EU-01520,Stellar Partners (1520),Ana Garcia,ES,FAM,3417489000.7825313,False
ACME-EU-01521,Beacon Asset Corp (1521),Luca Bianchi,NL,FAM,3419699829.0753684,False
ACME-EU-01522,Vanguard Legacy (1522),Paolo Romano,ES,FAM,2509699372.5356364,False
ACME-EU-01523,Marathon Growth (1523),Jean-Pierre Dubois,BE,FAM,3889944692.824135,False
ACME-EU-01524,Pioneer Equities (1524),Elena Rossi,BE,FAM,4206857255.311235,False
ACME-EU-01525,Luminara Equity (1525),Sarah Müller,CH,PIAO,2899252520.7139316,False
ACME-EU-01526,Aragon Strategic (1526),Robert de Jong,LU,PIAO,3095056878.654405,False
ACME-EU-01527,Elysian Fund Mgmt (1527),Klaus Fischer,NL,FAM,1415146663.0220397,False
ACME-EU-01528,Obsidian Capital (1528),Luca Bianchi,ES,FAM,4474451134.326894,False
ACME-EU-01529,Alpine Peak Capital (1529),Sarah Müller,LU,PIAO,122006016.0682266,False
ACME-EU-01530,Vertex Portfolio (1530),Elena Rossi,DE,PIAO,1743663744.7447855,False
ACME-EU-01531,Solaris Institutional (1531),Marco Moretti,LU,PIAO,3609280307.32773,False
ACME-EU-01532,Ironclad Holdings (1532),Marco Moretti,DE,FAM,401367458.846135,False
ACME-EU-01533,Vanguard Legacy (1533),Hans Schmidt,NL,FAM,916664467.6140348,False
ACME-EU-01534,Vertex Portfolio (1534),Sofia Conti,ES,PIAO,2946839353.586393,False
ACME-EU-01535,Summit Trust (1535),Elena Rossi,ES,FAM,2800408363.646326,False
ACME-EU-01536,Summit Trust (1536),Elena Rossi,FR,FAM,3694902552.358644,False
ACME-EU-01537,Stellar Partners (1537),Sarah Müller,BE,FAM,4063250582.801771,False
ACME-EU-01538,Crestview Asset (1538),Luca Bianchi,IT,PIAO,643769312.979834,False
ACME-EU-01539,Elysian Fund Mgmt (1539),Paolo Romano,CH,PIAO,92886567.88643502,False
ACME-EU-01540,Solaris Institutional (1540),Julia Weber,LU,FAM,3448502959.774872,False
ACME-EU-01541,Ironclad Holdings (1541),Sofia Conti,NL,FAM,1507657587.0360298,False
ACME-EU-01542,Silverstone Ventures (1542),Sarah Müller,IT,FAM,3130293585.67585,False
ACME-EU-01543,Elysian Fund Mgmt (1543),Jean-Pierre Dubois,LU,FAM,753572395.7230613,False
ACME-EU-01544,Aragon Strategic (1544),Klaus Fischer,IT,FAM,2345731193.2831483,False
ACME-EU-01545,Vertex Portfolio (1545),Marco Moretti,NL,PIAO,2522619305.571121,False
ACME-EU-01546,Solaris Institutional (1546),Klaus Fischer,ES,FAM,2925804004.0497074,False
ACME-EU-01547,Azure Blue Fund (1547),Marco Moretti,NL,FAM,2566336911.6364913,False
ACME-EU-01548,Aragon Strategic (1548),Hans Schmidt,LU,FAM,2478958160.3733406,False
ACME-EU-01549,Vanguard Legacy (1549),Paolo Romano,IT,PIAO,1664338035.7652938,False
ACME-EU-01550,Marathon Growth (1550),Jean-Pierre Dubois,BE,PIAO,356830001.3541131,False
ACME-EU-01551,Stellar Partners (1551),Marco Moretti,CH,FAM,448511463.7874147,False
ACME-EU-01552,Crestview Asset (1552),Sarah Müller,CH,PIAO,2169457593.761361,True
ACME-EU-01553,Obsidian Capital (1553),Jean-Pierre Dubois,BE,PIAO,1779609845.9771442,True
ACME-EU-01554,Pioneer Equities (1554),Sarah Müller,BE,PIAO,2581157888.5678144,False
ACME-EU-01555,Silverstone Ventures (1555),Julia Weber,ES,PIAO,1524886008.1120784,False
ACME-EU-01556,Nexus Capital EU (1556),Julia Weber,LU,PIAO,3439862547.1851664,True
ACME-EU-01557,Vertex Portfolio (1557),Klaus Fischer,DE,PIAO,4319910155.225543,False
ACME-EU-01558,Summit Trust (1558),Marco Moretti,NL,FAM,1495017080.7455516,False
ACME-EU-01559,Silverstone Ventures (1559),Marco Moretti,CH,PIAO,965727055.6872039,False
ACME-EU-01560,Alpine Peak Capital (1560),Luca Bianchi,BE,PIAO,581786690.6961915,False
ACME-EU-01561,Silverstone Ventures (1561),Julia Weber,NL,FAM,3081653948.8134913,False
ACME-EU-01562,Silverstone Ventures (1562),Paolo Romano,CH,FAM,2219836099.7117066,False
